"Région","Province","Arrondissement","Commune","Année","Type de bâtiment","Prix médian","Nombre de ventes"
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2018","Appartements",,9
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",112675,171
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",127500,59
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2019","Maisons avec 4 ou plus de façades (type ouvert)",162500,93
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2019","Appartements",,7
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",140000,152
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2020","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",95000,29
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2010","Maisons avec 4 ou plus de façades (type ouvert)",,9
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2010","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",102500,38
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",115000,19
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2011","Maisons avec 4 ou plus de façades (type ouvert)",123500,24
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2011","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",120000,43
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",115000,21
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2012","Maisons avec 4 ou plus de façades (type ouvert)",,13
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2012","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",130500,34
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",95000,22
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2013","Maisons avec 4 ou plus de façades (type ouvert)",,11
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2013","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",102500,33
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,14
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2014","Maisons avec 4 ou plus de façades (type ouvert)",,13
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2014","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",115000,27
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",132500,18
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2015","Maisons avec 4 ou plus de façades (type ouvert)",,8
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2015","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",135000,26
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,9
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2016","Maisons avec 4 ou plus de façades (type ouvert)",,8
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2016","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",110000,17
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,18
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2017","Maisons avec 4 ou plus de façades (type ouvert)",,7
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2017","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",105000,25
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",125000,19
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2018","Maisons avec 4 ou plus de façades (type ouvert)",,12
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2018","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",140000,31
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",112500,24
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2019","Maisons avec 4 ou plus de façades (type ouvert)",,13
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2019","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",140000,37
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2020","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Doische","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",126000,46
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2010","Maisons avec 4 ou plus de façades (type ouvert)",153750,35
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2010","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",136000,81
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",116000,62
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2011","Maisons avec 4 ou plus de façades (type ouvert)",157500,36
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2011","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",130000,98
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",123250,75
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2012","Maisons avec 4 ou plus de façades (type ouvert)",150000,34
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2012","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",130000,109
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",125000,53
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2013","Maisons avec 4 ou plus de façades (type ouvert)",150000,45
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2013","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",135000,98
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",120000,63
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2014","Maisons avec 4 ou plus de façades (type ouvert)",155000,44
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2014","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",130000,107
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",110000,43
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2015","Maisons avec 4 ou plus de façades (type ouvert)",156000,34
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2015","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",115000,77
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",120000,45
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2016","Maisons avec 4 ou plus de façades (type ouvert)",167500,39
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2016","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",150000,84
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",127000,47
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2017","Maisons avec 4 ou plus de façades (type ouvert)",175000,36
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2017","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",150000,83
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",110000,55
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2018","Maisons avec 4 ou plus de façades (type ouvert)",191000,47
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2018","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",145000,102
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",139500,65
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2019","Maisons avec 4 ou plus de façades (type ouvert)",192500,47
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2019","Appartements",,5
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",150000,112
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Florennes","2020","Appartements",,
